,Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,datenbankart,start_con,stop_con,ENCOUNTER,code_con,desc_con,start_med,stop_med,PAYER,code_med,desc_med,BASE_COST,PAYER_COVERAGE,DISPENSES,TOTALCOST,reasoncode_med,reasondesc_med,id_enc,start_enc,stop_enc,ORGANIZATION,PROVIDER,ENCOUNTERCLASS,code_enc,desc_enc,BASE_ENCOUNTER_COST,TOTAL_CLAIM_COST,reasoncode_enc,reasondesc_enc,AGE
10,581f9c2d-9cc0-8886-0996-fbc0daad610f,1920-12-09 00:00:00.000000,2010-01-07 00:00:00.000000,999-85-6858,S99928292,X26831082X,Mrs.,Charleen536,Lindgren255,,Hansen121,M,white,nonhispanic,F,Springfield  Massachusetts  US,779 Harris Bridge,Walpole,Massachusetts,Norfolk County,,42.14970508597327,-71.26074035560357,80273.8,9003.830000000002,asthma,1998-05-14,,cb31cbc9-b347-b2f6-8adc-b3373d7a9bb5,53741008,Coronary Heart Disease,1998-05-14T19:49:11Z,,7caa7254-5050-3b5e-9eae-bd5ea30e809c,705129,Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,75.2,0.0,142,10678.4,,,cf79ddcf-0fec-32d4-bd60-11366c96bcc4,2010-01-14T19:49:11Z,2010-01-14T20:04:11Z,20169b35-8e4c-3124-a736-8e5da9c1000a,a5e9eb0c-7d3f-3177-8b98-67369e47a5a5,wellness,308646001,Death Certification,129.16,129.16,230690007.0,Stroke,90
11,581f9c2d-9cc0-8886-0996-fbc0daad610f,1920-12-09 00:00:00.000000,2010-01-07 00:00:00.000000,999-85-6858,S99928292,X26831082X,Mrs.,Charleen536,Lindgren255,,Hansen121,M,white,nonhispanic,F,Springfield  Massachusetts  US,779 Harris Bridge,Walpole,Massachusetts,Norfolk County,,42.14970508597327,-71.26074035560357,80273.8,9003.830000000002,asthma,2005-06-23,,d3652d0b-84cc-8f15-a317-9efe50a0e923,49436004,Atrial Fibrillation,2005-06-23T19:49:11Z,,7caa7254-5050-3b5e-9eae-bd5ea30e809c,855332,Warfarin Sodium 5 MG Oral Tablet,57.97,0.0,55,3188.35,,,cf79ddcf-0fec-32d4-bd60-11366c96bcc4,2010-01-14T19:49:11Z,2010-01-14T20:04:11Z,20169b35-8e4c-3124-a736-8e5da9c1000a,a5e9eb0c-7d3f-3177-8b98-67369e47a5a5,wellness,308646001,Death Certification,129.16,129.16,230690007.0,Stroke,90
12,581f9c2d-9cc0-8886-0996-fbc0daad610f,1920-12-09 00:00:00.000000,2010-01-07 00:00:00.000000,999-85-6858,S99928292,X26831082X,Mrs.,Charleen536,Lindgren255,,Hansen121,M,white,nonhispanic,F,Springfield  Massachusetts  US,779 Harris Bridge,Walpole,Massachusetts,Norfolk County,,42.14970508597327,-71.26074035560357,80273.8,9003.830000000002,asthma,2005-06-23,,d3652d0b-84cc-8f15-a317-9efe50a0e923,49436004,Atrial Fibrillation,2005-06-23T19:49:11Z,,7caa7254-5050-3b5e-9eae-bd5ea30e809c,897718,Verapamil Hydrochloride 40 MG,25.42,0.0,55,1398.1,,,cf79ddcf-0fec-32d4-bd60-11366c96bcc4,2010-01-14T19:49:11Z,2010-01-14T20:04:11Z,20169b35-8e4c-3124-a736-8e5da9c1000a,a5e9eb0c-7d3f-3177-8b98-67369e47a5a5,wellness,308646001,Death Certification,129.16,129.16,230690007.0,Stroke,90
13,581f9c2d-9cc0-8886-0996-fbc0daad610f,1920-12-09 00:00:00.000000,2010-01-07 00:00:00.000000,999-85-6858,S99928292,X26831082X,Mrs.,Charleen536,Lindgren255,,Hansen121,M,white,nonhispanic,F,Springfield  Massachusetts  US,779 Harris Bridge,Walpole,Massachusetts,Norfolk County,,42.14970508597327,-71.26074035560357,80273.8,9003.830000000002,asthma,2005-06-23,,d3652d0b-84cc-8f15-a317-9efe50a0e923,49436004,Atrial Fibrillation,2005-06-23T19:49:11Z,,7caa7254-5050-3b5e-9eae-bd5ea30e809c,197604,Digoxin 0.125 MG Oral Tablet,92.49,0.0,55,5086.95,,,cf79ddcf-0fec-32d4-bd60-11366c96bcc4,2010-01-14T19:49:11Z,2010-01-14T20:04:11Z,20169b35-8e4c-3124-a736-8e5da9c1000a,a5e9eb0c-7d3f-3177-8b98-67369e47a5a5,wellness,308646001,Death Certification,129.16,129.16,230690007.0,Stroke,90
14,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1965-10-07,,76271623-c1be-19ed-49b3-c9bbc6b1e115,53741008,Coronary Heart Disease,1965-10-07T04:09:42Z,,42c4fca7-f8a9-3cd1-982a-dd9751bf3e2a,705129,Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,300.48,0.0,342,102764.16,,,d18299b1-f339-dd75-bcd6-ce254659c166,1993-11-18T04:09:42Z,1993-11-18T04:24:42Z,6725cc67-119b-38a5-9fc8-c104c2b7f993,68020598-eb7e-304a-84cc-3c7abe933cb3,wellness,308646001,Death Certification,129.16,129.16,410429000.0,Cardiac Arrest,46
15,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1993-11-11,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,410429000,Cardiac Arrest,1993-11-11T04:09:42Z,1993-11-11T04:24:42Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1660014,1 ML Epinephrine 1 MG/ML Injection,4.23,0.0,1,4.23,,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,1993-11-11T04:09:42Z,1993-11-11T05:09:42Z,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,b6fd0e42-0727-3b2f-a6b6-3b79800ce1bd,emergency,410429000,Cardiac Arrest,129.16,129.16,,,46
16,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1993-11-11,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,410429000,Cardiac Arrest,1993-11-11T04:09:42Z,1993-11-11T04:24:42Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,834357,3 ML Amiodarone hydrocholoride 50 MG/ML Prefilled Syringe,100.17,0.0,1,100.17,,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,1993-11-11T04:09:42Z,1993-11-11T05:09:42Z,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,b6fd0e42-0727-3b2f-a6b6-3b79800ce1bd,emergency,410429000,Cardiac Arrest,129.16,129.16,,,46
17,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1993-11-11,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,410429000,Cardiac Arrest,1993-11-11T04:09:42Z,1993-11-11T04:24:42Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1190795,Atropine Sulfate 1 MG/ML Injectable Solution,15.84,0.0,1,15.84,,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,1993-11-11T04:09:42Z,1993-11-11T05:09:42Z,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,b6fd0e42-0727-3b2f-a6b6-3b79800ce1bd,emergency,410429000,Cardiac Arrest,129.16,129.16,,,46
18,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1993-11-11,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,429007001,History of cardiac arrest (situation),1993-11-11T04:09:42Z,1993-11-11T04:24:42Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1660014,1 ML Epinephrine 1 MG/ML Injection,4.23,0.0,1,4.23,,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,1993-11-11T04:09:42Z,1993-11-11T05:09:42Z,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,b6fd0e42-0727-3b2f-a6b6-3b79800ce1bd,emergency,410429000,Cardiac Arrest,129.16,129.16,,,46
19,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1993-11-11,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,429007001,History of cardiac arrest (situation),1993-11-11T04:09:42Z,1993-11-11T04:24:42Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,834357,3 ML Amiodarone hydrocholoride 50 MG/ML Prefilled Syringe,100.17,0.0,1,100.17,,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,1993-11-11T04:09:42Z,1993-11-11T05:09:42Z,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,b6fd0e42-0727-3b2f-a6b6-3b79800ce1bd,emergency,410429000,Cardiac Arrest,129.16,129.16,,,46
20,45d974de-b6a1-3289-22d4-bcfdc09ffe98,1947-08-14 00:00:00.000000,1993-11-11 00:00:00.000000,999-91-4365,S99982095,X73678735X,Mrs.,Cherelle538,Borer986,,Daniel959,M,white,nonhispanic,F,West Tisbury  Massachusetts  US,585 Turcotte Trailer,Holden,Massachusetts,Worcester County,,42.34954375658573,-71.83871979114734,1226419.4,4004.64,asthma,1993-11-11,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,429007001,History of cardiac arrest (situation),1993-11-11T04:09:42Z,1993-11-11T04:24:42Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1190795,Atropine Sulfate 1 MG/ML Injectable Solution,15.84,0.0,1,15.84,,,f8ed5b39-46ec-1278-d0b4-7d0ec3fe5aca,1993-11-11T04:09:42Z,1993-11-11T05:09:42Z,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,b6fd0e42-0727-3b2f-a6b6-3b79800ce1bd,emergency,410429000,Cardiac Arrest,129.16,129.16,,,46
21,112b907f-3cfe-1d1a-6101-f3acf2659a02,1958-06-30 00:00:00.000000,1993-04-26 00:00:00.000000,999-72-4275,S99977754,X58253841X,Mr.,Marcellus830,Ondricka197,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,736 Gutmann Ferry Apt 84,Orange,Massachusetts,Franklin County,,42.626495002385816,-72.24526706270757,11128.88,0.0,asthma,1993-04-26,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,230690007,Stroke,1993-04-26T07:31:57Z,1993-04-26T07:46:57Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1804799,Alteplase 100 MG Injection,6737.44,0.0,1,6737.44,,,9fbfe07f-1698-1b19-8bba-960e0223fc1a,1983-09-05T07:31:57Z,1983-09-05T07:46:57Z,a356b345-e72b-3291-b161-45479775701e,10e140a6-cca6-3e57-bb60-b270c8c7f0f4,wellness,162673000,General examination of patient (procedure),129.16,129.16,,,35
22,112b907f-3cfe-1d1a-6101-f3acf2659a02,1958-06-30 00:00:00.000000,1993-04-26 00:00:00.000000,999-72-4275,S99977754,X58253841X,Mr.,Marcellus830,Ondricka197,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,736 Gutmann Ferry Apt 84,Orange,Massachusetts,Franklin County,,42.626495002385816,-72.24526706270757,11128.88,0.0,asthma,1993-04-26,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,230690007,Stroke,1993-04-26T07:31:57Z,1993-04-26T07:46:57Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1804799,Alteplase 100 MG Injection,6737.44,0.0,1,6737.44,,,4d6b5096-4cd9-0e9a-f9c5-1c0de9ba9eda,1986-09-08T07:31:57Z,1986-09-08T07:46:57Z,a356b345-e72b-3291-b161-45479775701e,10e140a6-cca6-3e57-bb60-b270c8c7f0f4,wellness,162673000,General examination of patient (procedure),129.16,129.16,,,35
23,112b907f-3cfe-1d1a-6101-f3acf2659a02,1958-06-30 00:00:00.000000,1993-04-26 00:00:00.000000,999-72-4275,S99977754,X58253841X,Mr.,Marcellus830,Ondricka197,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,736 Gutmann Ferry Apt 84,Orange,Massachusetts,Franklin County,,42.626495002385816,-72.24526706270757,11128.88,0.0,asthma,1993-04-26,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,230690007,Stroke,1993-04-26T07:31:57Z,1993-04-26T07:46:57Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1804799,Alteplase 100 MG Injection,6737.44,0.0,1,6737.44,,,c43343f9-2c0f-64d4-9a4d-fb3e62a40e90,1989-09-11T07:31:57Z,1989-09-11T07:46:57Z,a356b345-e72b-3291-b161-45479775701e,10e140a6-cca6-3e57-bb60-b270c8c7f0f4,wellness,162673000,General examination of patient (procedure),129.16,129.16,,,35
24,112b907f-3cfe-1d1a-6101-f3acf2659a02,1958-06-30 00:00:00.000000,1993-04-26 00:00:00.000000,999-72-4275,S99977754,X58253841X,Mr.,Marcellus830,Ondricka197,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,736 Gutmann Ferry Apt 84,Orange,Massachusetts,Franklin County,,42.626495002385816,-72.24526706270757,11128.88,0.0,asthma,1993-04-26,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,230690007,Stroke,1993-04-26T07:31:57Z,1993-04-26T07:46:57Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1804799,Alteplase 100 MG Injection,6737.44,0.0,1,6737.44,,,314de387-cb59-40b2-e264-20e219a34e63,1992-09-14T07:31:57Z,1992-09-14T07:46:57Z,a356b345-e72b-3291-b161-45479775701e,10e140a6-cca6-3e57-bb60-b270c8c7f0f4,wellness,162673000,General examination of patient (procedure),129.16,129.16,,,35
25,112b907f-3cfe-1d1a-6101-f3acf2659a02,1958-06-30 00:00:00.000000,1993-04-26 00:00:00.000000,999-72-4275,S99977754,X58253841X,Mr.,Marcellus830,Ondricka197,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,736 Gutmann Ferry Apt 84,Orange,Massachusetts,Franklin County,,42.626495002385816,-72.24526706270757,11128.88,0.0,asthma,1993-04-26,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,230690007,Stroke,1993-04-26T07:31:57Z,1993-04-26T07:46:57Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1804799,Alteplase 100 MG Injection,6737.44,0.0,1,6737.44,,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,1993-04-26T07:31:57Z,1993-04-26T08:31:57Z,161a799c-4894-36f6-8ca7-2a71c8107f79,48d25601-1e21-34a1-93d1-c9ed576a2744,emergency,230690007,Stroke,129.16,129.16,,,35
26,112b907f-3cfe-1d1a-6101-f3acf2659a02,1958-06-30 00:00:00.000000,1993-04-26 00:00:00.000000,999-72-4275,S99977754,X58253841X,Mr.,Marcellus830,Ondricka197,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,736 Gutmann Ferry Apt 84,Orange,Massachusetts,Franklin County,,42.626495002385816,-72.24526706270757,11128.88,0.0,asthma,1993-04-26,,6e2aa7a8-abb7-f20f-7c2b-7609d0823284,230690007,Stroke,1993-04-26T07:31:57Z,1993-04-26T07:46:57Z,b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,1804799,Alteplase 100 MG Injection,6737.44,0.0,1,6737.44,,,40e23fa0-cafa-ec7b-e34c-0901a7943e93,1993-05-03T07:31:57Z,1993-05-03T07:46:57Z,a356b345-e72b-3291-b161-45479775701e,10e140a6-cca6-3e57-bb60-b270c8c7f0f4,wellness,308646001,Death Certification,129.16,129.16,230690007.0,Stroke,35
